timestamp,branch,ticker,spot,q_mark,pnl_7d
2026-03-16 04:01:08.407519,A,ETH-USD,2250.22,0.0088,"{'ticker': 'ETH-USD', 'short_tag': 'ETH', 'spot': 2250.22, 'robust_z': np.float64(0.05913373264319508), 'velocity': -4.27880859375, 'acceleration': 2.749755859375, 'q_mark': 0.0088, 'tax_call': 'WATCHING', 'svd_deviation': 0.0034081942404220527, 'gravity_well': 0.995280580703926, 'mesh_fold': 36.29886119189406, 'splash_impact': 0}"
2026-03-16 04:01:08.637967,A,SOL-USD,93.55,0.0284,"{'ticker': 'SOL-USD', 'short_tag': 'SOL', 'spot': 93.55, 'robust_z': np.float64(0.19184485060022352), 'velocity': 0.0709228515625, 'acceleration': 0.04325103759765625, 'q_mark': 0.0284, 'tax_call': 'WATCHING', 'svd_deviation': 0.003354762769261662, 'gravity_well': 0.9953477088351713, 'mesh_fold': 33.77931394952126, 'splash_impact': 0}"
2026-03-16 04:01:09.033518,A,XRP-USD,1.48,0.0502,"{'ticker': 'XRP-USD', 'short_tag': 'XRP', 'spot': 1.48, 'robust_z': np.float64(0.34313230440870923), 'velocity': 0.0021921396255493164, 'acceleration': 0.0016216039657592773, 'q_mark': 0.0502, 'tax_call': 'WATCHING', 'svd_deviation': 0.0028529390372964186, 'gravity_well': 0.9960141673177942, 'mesh_fold': 42.1747736101648, 'splash_impact': 0}"
2026-03-16 04:01:09.496120,A,DOGE-USD,0.102302,0.0807,"{'ticker': 'DOGE-USD', 'short_tag': 'DOGE', 'spot': 0.102302, 'robust_z': np.float64(0.5609980233972898), 'velocity': 8.428841829299927e-05, 'acceleration': 9.611248970031738e-07, 'q_mark': 0.0807, 'tax_call': 'WATCHING', 'svd_deviation': 0.003129320881957666, 'gravity_well': 0.9956481462341449, 'mesh_fold': 47.40197878458715, 'splash_impact': 0}"
2026-03-16 04:01:09.895042,A,BNB-USD,678.48,0.0243,"{'ticker': 'BNB-USD', 'short_tag': 'BNB', 'spot': 678.48, 'robust_z': np.float64(-0.1641868761831782), 'velocity': 0.42822265625, 'acceleration': 0.7906494140625, 'q_mark': 0.0243, 'tax_call': 'WATCHING', 'svd_deviation': 0.002184196468510137, 'gravity_well': 0.9969532151969929, 'mesh_fold': 33.13948132274965, 'splash_impact': 0}"
2026-03-16 04:01:10.122349,A,ADA-USD,0.290186,0.099,"{'ticker': 'ADA-USD', 'short_tag': 'ADA', 'spot': 0.290186, 'robust_z': np.float64(0.6950725593217267), 'velocity': 0.0001378953456878662, 'acceleration': 0.0001764446496963501, 'q_mark': 0.099, 'tax_call': 'WATCHING', 'svd_deviation': 0.0035552445803512804, 'gravity_well': 0.995072708935063, 'mesh_fold': 49.28722151820689, 'splash_impact': 0}"
2026-03-16 04:01:10.391946,A,LINK-USD,9.69,0.0073,"{'ticker': 'LINK-USD', 'short_tag': 'LINK', 'spot': 9.69, 'robust_z': np.float64(-0.04874143566758957), 'velocity': -0.012175559997558594, 'acceleration': 0.00667572021484375, 'q_mark': 0.0073, 'tax_call': 'WATCHING', 'svd_deviation': 0.0034586850145515153, 'gravity_well': 0.9951836129306225, 'mesh_fold': 39.01366717352817, 'splash_impact': 0}"
2026-03-16 04:01:10.623650,A,LTC-USD,57.49,0.095,"{'ticker': 'LTC-USD', 'short_tag': 'LTC', 'spot': 57.49, 'robust_z': np.float64(0.665244930866184), 'velocity': 0.0350189208984375, 'acceleration': -0.028820037841796875, 'q_mark': 0.095, 'tax_call': 'WATCHING', 'svd_deviation': 0.002058999071940499, 'gravity_well': 0.9971183158663024, 'mesh_fold': 58.54662197622798, 'splash_impact': 0}"
2026-03-16 04:01:10.771122,A,ZEC-USD,233.81,0.4233,"{'ticker': 'ZEC-USD', 'short_tag': 'ZEC', 'spot': 233.81, 'robust_z': np.float64(0.5056932973093344), 'velocity': 0.13583947719052958, 'acceleration': 1.1822713437521202, 'q_mark': 0.4233, 'tax_call': 'WATCHING', 'svd_deviation': 0.008304219142994812, 'gravity_well': 0.9885055496726324, 'mesh_fold': 23.008841715458196, 'splash_impact': 0}"
2026-03-16 04:01:41.044862,A,BTC-USD,73498,0.0183,"{'ticker': 'BTC-USD', 'short_tag': 'BTC', 'spot': 73498, 'robust_z': np.float64(-0.12292224274323478), 'velocity': -46.96875, 'acceleration': 92.34375, 'q_mark': 0.0183, 'tax_call': 'WATCHING', 'svd_deviation': 0.002218729878493613, 'gravity_well': 0.9968984107621592, 'mesh_fold': 41.68631375633966, 'splash_impact': 0}"
2026-03-16 04:01:41.431726,A,ETH-USD,2250.22,0.008,"{'ticker': 'ETH-USD', 'short_tag': 'ETH', 'spot': 2250.22, 'robust_z': np.float64(0.053638906562243495), 'velocity': -4.669677734375, 'acceleration': 2.5543212890625, 'q_mark': 0.008, 'tax_call': 'WATCHING', 'svd_deviation': 0.0034105286265913907, 'gravity_well': 0.9952778832491104, 'mesh_fold': 36.27935716692897, 'splash_impact': 0}"
2026-03-16 04:01:41.651459,A,SOL-USD,93.55,0.0284,"{'ticker': 'SOL-USD', 'short_tag': 'SOL', 'spot': 93.55, 'robust_z': np.float64(0.19199461563593007), 'velocity': 0.071197509765625, 'acceleration': 0.04338836669921875, 'q_mark': 0.0284, 'tax_call': 'WATCHING', 'svd_deviation': 0.0033547695092218, 'gravity_well': 0.9953476972978347, 'mesh_fold': 33.77960177071444, 'splash_impact': 0}"
2026-03-16 04:01:41.895756,A,XRP-USD,1.48,0.0501,"{'ticker': 'XRP-USD', 'short_tag': 'XRP', 'spot': 1.48, 'robust_z': np.float64(0.34257436304965855), 'velocity': 0.002171754837036133, 'acceleration': 0.0016114115715026855, 'q_mark': 0.0501, 'tax_call': 'WATCHING', 'svd_deviation': 0.0028528442649671283, 'gravity_well': 0.9960143045355689, 'mesh_fold': 42.17256961472746, 'splash_impact': 0}"
2026-03-16 04:01:42.256970,A,DOGE-USD,0.102302,0.0798,"{'ticker': 'DOGE-USD', 'short_tag': 'DOGE', 'spot': 0.102302, 'robust_z': np.float64(0.5546639777797274), 'velocity': 6.0908496379852295e-05, 'acceleration': -1.0728836059570312e-05, 'q_mark': 0.0798, 'tax_call': 'WATCHING', 'svd_deviation': 0.0031292088256052787, 'gravity_well': 0.9956483190762601, 'mesh_fold': 47.35744496748615, 'splash_impact': 0}"
2026-03-16 04:01:42.514598,A,BNB-USD,678.48,0.0242,"{'ticker': 'BNB-USD', 'short_tag': 'BNB', 'spot': 678.48, 'robust_z': np.float64(-0.16359940840764486), 'velocity': 0.43341064453125, 'acceleration': 0.793243408203125, 'q_mark': 0.0242, 'tax_call': 'WATCHING', 'svd_deviation': 0.00218424065427691, 'gravity_well': 0.9969531403743351, 'mesh_fold': 33.14051525290506, 'splash_impact': 0}"
2026-03-16 04:01:42.953561,A,ADA-USD,0.290186,0.0908,"{'ticker': 'ADA-USD', 'short_tag': 'ADA', 'spot': 0.290186, 'robust_z': np.float64(0.6347349010529647), 'velocity': -0.00010496377944946289, 'acceleration': -0.00012142956256866455, 'q_mark': 0.0908, 'tax_call': 'WATCHING', 'svd_deviation': 0.003548046138901795, 'gravity_well': 0.995085016247657, 'mesh_fold': 49.18298744474679, 'splash_impact': 0}"
2026-03-16 04:01:43.262319,A,LINK-USD,9.69,0.0077,"{'ticker': 'LINK-USD', 'short_tag': 'LINK', 'spot': 9.69, 'robust_z': np.float64(-0.05155811290107788), 'velocity': -0.000713348388671875, 'acceleration': 0.005731105804443359, 'q_mark': 0.0077, 'tax_call': 'WATCHING', 'svd_deviation': 0.003454667976959589, 'gravity_well': 0.9951888140481691, 'mesh_fold': 39.06457609706385, 'splash_impact': 0}"
2026-03-16 04:01:43.617439,A,LTC-USD,57.49,0.0938,"{'ticker': 'LTC-USD', 'short_tag': 'LTC', 'spot': 57.49, 'robust_z': np.float64(0.6569828672211177), 'velocity': 0.02167510986328125, 'acceleration': -0.035491943359375, 'q_mark': 0.0938, 'tax_call': 'WATCHING', 'svd_deviation': 0.002059009938273169, 'gravity_well': 0.9971181437844482, 'mesh_fold': 58.467099570692966, 'splash_impact': 0}"
2026-03-16 04:01:43.748900,A,ZEC-USD,233.81,0.4272,"{'ticker': 'ZEC-USD', 'short_tag': 'ZEC', 'spot': 233.81, 'robust_z': np.float64(0.5118759307914661), 'velocity': 0.2187842234126549, 'acceleration': 1.2237437168631828, 'q_mark': 0.4272, 'tax_call': 'WATCHING', 'svd_deviation': 0.008304363474786433, 'gravity_well': 0.9885046166947872, 'mesh_fold': 22.88092082733094, 'splash_impact': 0}"
2026-03-16 04:02:14.191336,A,BTC-USD,73498,0.0183,"{'ticker': 'BTC-USD', 'short_tag': 'BTC', 'spot': 73498, 'robust_z': np.float64(-0.12292224274323478), 'velocity': -46.96875, 'acceleration': 92.34375, 'q_mark': 0.0183, 'tax_call': 'WATCHING', 'svd_deviation': 0.002218729878493613, 'gravity_well': 0.9968984107621592, 'mesh_fold': 41.68631375633966, 'splash_impact': 0}"
2026-03-16 04:02:14.510365,A,ETH-USD,2250.22,0.008,"{'ticker': 'ETH-USD', 'short_tag': 'ETH', 'spot': 2250.22, 'robust_z': np.float64(0.053638906562243495), 'velocity': -4.669677734375, 'acceleration': 2.5543212890625, 'q_mark': 0.008, 'tax_call': 'WATCHING', 'svd_deviation': 0.0034105286265913907, 'gravity_well': 0.9952778832491104, 'mesh_fold': 36.27935716692897, 'splash_impact': 0}"
2026-03-16 04:02:14.915096,A,SOL-USD,93.55,0.0284,"{'ticker': 'SOL-USD', 'short_tag': 'SOL', 'spot': 93.55, 'robust_z': np.float64(0.19199461563593007), 'velocity': 0.071197509765625, 'acceleration': 0.04338836669921875, 'q_mark': 0.0284, 'tax_call': 'WATCHING', 'svd_deviation': 0.0033547695092218, 'gravity_well': 0.9953476972978347, 'mesh_fold': 33.77960177071444, 'splash_impact': 0}"
2026-03-16 04:02:15.153059,A,XRP-USD,1.48,0.0501,"{'ticker': 'XRP-USD', 'short_tag': 'XRP', 'spot': 1.48, 'robust_z': np.float64(0.34257436304965855), 'velocity': 0.002171754837036133, 'acceleration': 0.0016114115715026855, 'q_mark': 0.0501, 'tax_call': 'WATCHING', 'svd_deviation': 0.0028528442649671283, 'gravity_well': 0.9960143045355689, 'mesh_fold': 42.17256961472746, 'splash_impact': 0}"
2026-03-16 04:02:15.398371,A,DOGE-USD,0.102302,0.0798,"{'ticker': 'DOGE-USD', 'short_tag': 'DOGE', 'spot': 0.102302, 'robust_z': np.float64(0.5546639777797274), 'velocity': 6.0908496379852295e-05, 'acceleration': -1.0728836059570312e-05, 'q_mark': 0.0798, 'tax_call': 'WATCHING', 'svd_deviation': 0.0031292088256052787, 'gravity_well': 0.9956483190762601, 'mesh_fold': 47.35744496748615, 'splash_impact': 0}"
2026-03-16 04:02:15.628331,A,BNB-USD,678.48,0.0242,"{'ticker': 'BNB-USD', 'short_tag': 'BNB', 'spot': 678.48, 'robust_z': np.float64(-0.16359940840764486), 'velocity': 0.43341064453125, 'acceleration': 0.793243408203125, 'q_mark': 0.0242, 'tax_call': 'WATCHING', 'svd_deviation': 0.00218424065427691, 'gravity_well': 0.9969531403743351, 'mesh_fold': 33.14051525290506, 'splash_impact': 0}"
2026-03-16 04:02:15.891191,A,ADA-USD,0.290186,0.0908,"{'ticker': 'ADA-USD', 'short_tag': 'ADA', 'spot': 0.290186, 'robust_z': np.float64(0.6347349010529647), 'velocity': -0.00010496377944946289, 'acceleration': -0.00012142956256866455, 'q_mark': 0.0908, 'tax_call': 'WATCHING', 'svd_deviation': 0.003548046138901795, 'gravity_well': 0.995085016247657, 'mesh_fold': 49.18298744474679, 'splash_impact': 0}"
2026-03-16 04:02:16.124977,A,LINK-USD,9.69,0.0077,"{'ticker': 'LINK-USD', 'short_tag': 'LINK', 'spot': 9.69, 'robust_z': np.float64(-0.05155811290107788), 'velocity': -0.000713348388671875, 'acceleration': 0.005731105804443359, 'q_mark': 0.0077, 'tax_call': 'WATCHING', 'svd_deviation': 0.003454667976959589, 'gravity_well': 0.9951888140481691, 'mesh_fold': 39.06457609706385, 'splash_impact': 0}"
2026-03-16 04:02:16.362427,A,LTC-USD,57.49,0.0938,"{'ticker': 'LTC-USD', 'short_tag': 'LTC', 'spot': 57.49, 'robust_z': np.float64(0.6569828672211177), 'velocity': 0.02167510986328125, 'acceleration': -0.035491943359375, 'q_mark': 0.0938, 'tax_call': 'WATCHING', 'svd_deviation': 0.002059009938273169, 'gravity_well': 0.9971181437844482, 'mesh_fold': 58.467099570692966, 'splash_impact': 0}"
2026-03-16 04:02:16.502094,A,ZEC-USD,233.81,0.4351,"{'ticker': 'ZEC-USD', 'short_tag': 'ZEC', 'spot': 233.81, 'robust_z': np.float64(0.5246323303963836), 'velocity': 0.3899210587103994, 'acceleration': 1.309312134512055, 'q_mark': 0.4351, 'tax_call': 'WATCHING', 'svd_deviation': 0.008305651351427775, 'gravity_well': 0.9885013589168615, 'mesh_fold': 22.62216981773433, 'splash_impact': 0}"
2026-03-16 04:02:46.958661,A,BTC-USD,73498,0.0234,"{'ticker': 'BTC-USD', 'short_tag': 'BTC', 'spot': 73498, 'robust_z': np.float64(-0.15814358077050683), 'velocity': -35.828125, 'acceleration': 5.5703125, 'q_mark': 0.0234, 'tax_call': 'WATCHING', 'svd_deviation': 0.0022119997256486125, 'gravity_well': 0.9969092435943782, 'mesh_fold': 41.6331385719121, 'splash_impact': 0}"
2026-03-16 04:02:47.170942,A,ETH-USD,2250.22,0.0004,"{'ticker': 'ETH-USD', 'short_tag': 'ETH', 'spot': 2250.22, 'robust_z': np.float64(-0.0029241672835544972), 'velocity': -0.66796875, 'acceleration': 2.0008544921875, 'q_mark': 0.0004, 'tax_call': 'WATCHING', 'svd_deviation': 0.0034025624485235313, 'gravity_well': 0.9952881436293433, 'mesh_fold': 36.32692208297737, 'splash_impact': 0}"
2026-03-16 04:02:47.699406,A,SOL-USD,93.55,0.0247,"{'ticker': 'SOL-USD', 'short_tag': 'SOL', 'spot': 93.55, 'robust_z': np.float64(0.16706983964811564), 'velocity': -0.01190948486328125, 'acceleration': -0.041553497314453125, 'q_mark': 0.0247, 'tax_call': 'WATCHING', 'svd_deviation': 0.00335121807298068, 'gravity_well': 0.9953535934250404, 'mesh_fold': 33.745327987664275, 'splash_impact': 0}"
2026-03-16 04:02:48.142642,A,XRP-USD,1.48,0.044,"{'ticker': 'XRP-USD', 'short_tag': 'XRP', 'spot': 1.48, 'robust_z': np.float64(0.2998937217845539), 'velocity': -0.0003452301025390625, 'acceleration': -0.0012584924697875977, 'q_mark': 0.044, 'tax_call': 'WATCHING', 'svd_deviation': 0.002846806443317314, 'gravity_well': 0.9960233310577165, 'mesh_fold': 42.06127720107535, 'splash_impact': 0}"
2026-03-16 04:02:48.376834,A,DOGE-USD,0.102302,0.0686,"{'ticker': 'DOGE-USD', 'short_tag': 'DOGE', 'spot': 0.102302, 'robust_z': np.float64(0.4740794962023073), 'velocity': -4.350394010543823e-05, 'acceleration': -5.2206218242645264e-05, 'q_mark': 0.0686, 'tax_call': 'WATCHING', 'svd_deviation': 0.0031281287177736534, 'gravity_well': 0.995650352996598, 'mesh_fold': 47.24100665662894, 'splash_impact': 0}"
2026-03-16 04:02:48.584233,A,BNB-USD,678.48,0.0261,"{'ticker': 'BNB-USD', 'short_tag': 'BNB', 'spot': 678.48, 'robust_z': np.float64(-0.17653221424851595), 'velocity': -0.0677490234375, 'acceleration': -0.250579833984375, 'q_mark': 0.0261, 'tax_call': 'WATCHING', 'svd_deviation': 0.0021769270122028333, 'gravity_well': 0.9969640180454635, 'mesh_fold': 33.10112203778606, 'splash_impact': 0}"
2026-03-16 04:02:48.808201,A,ADA-USD,0.290186,0.0905,"{'ticker': 'ADA-USD', 'short_tag': 'ADA', 'spot': 0.290186, 'robust_z': np.float64(0.6323631850634469), 'velocity': -0.00013902783393859863, 'acceleration': -0.00013846158981323242, 'q_mark': 0.0905, 'tax_call': 'WATCHING', 'svd_deviation': 0.0035487000301075364, 'gravity_well': 0.9950842574391875, 'mesh_fold': 49.158605069017455, 'splash_impact': 0}"
